filename,nwords,Anger_EmoLex,Anticipation_EmoLex,Disgust_EmoLex,Fear_EmoLex,Joy_EmoLex,Negative_EmoLex,Positive_EmoLex,Sadness_EmoLex,Surprise_EmoLex,Trust_EmoLex,Valence,Valence_nwords,Arousal,Arousal_nwords,Dominance,Dominance_nwords,pleasantness,attention,sensitivity,aptitude,polarity,Powgain_Lasswell,Powloss_Lasswell,Powends_Lasswell,Powaren_Lasswell,Powcon_Lasswell,Powcoop_Lasswell,Powaupt_Lasswell,Powpt_Lasswell,Powdoct_Lasswell,Powauth_Lasswell,Powoth_Lasswell,Powtot_Lasswell,Rcethic_Lasswell,Rcrelig_Lasswell,Rcgain_Lasswell,Rcloss_Lasswell,Rcends_Lasswell,Rctot_Lasswell,Rspgain_Lasswell,Rsploss_Lasswell,Rspoth_Lasswell,Rsptot_Lasswell,Affgain_Lasswell,Affloss_Lasswell,Affpt_Lasswell,Affoth_Lasswell,Afftot_Lasswell,Wltpt_Lasswell,Wlttran_Lasswell,Wltoth_Lasswell,Wlttot_Lasswell,Wlbgain_Lasswell,Wlbloss_Lasswell,Wlbphys_Lasswell,Wlbpsyc_Lasswell,Wlbpt_Lasswell,Wlbtot_Lasswell,Enlgain_Lasswell,Enlloss_Lasswell,Enlends_Lasswell,Enlpt_Lasswell,Enloth_Lasswell,Enltot_Lasswell,Sklasth_Lasswell,Sklpt_Lasswell,Skloth_Lasswell,Skltot_Lasswell,Trngain_Lasswell,Trnloss_Lasswell,Tranlw_Lasswell,Meanslw_Lasswell,Endslw_Lasswell,Arenalw_Lasswell,Ptlw_Lasswell,Nation_Lasswell,Anomie_Lasswell,Negaff_Lasswell,Posaff_Lasswell,Surelw_Lasswell,If_Lasswell,Notlw_Lasswell,Timespc_Lasswell,formlw_Lasswell,negative_adjectives_component,social_order_component,action_component,positive_adjectives_component,joy_component,affect_friends_and_family_component,fear_and_digust_component,politeness_component,polarity_nouns_component,polarity_verbs_component,virtue_adverbs_component,positive_nouns_component,respect_component,trust_verbs_component,failure_component,well_being_component,economy_component,certainty_component,positive_verbs_component,objects_component
dev_001.txt, 6, 0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.0,0.166666666667,0.0,0.166666666667,0.0,0.0,6.62,1.10333333333,5.42,0.903333333333,5.11,0.851666666667,-0.755,0.154,-0.643,0.142,-0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.166666666667,0.0,7.87351426667,0.074,0.0,-0.32046,0.0776666666667,0.304896666667,0.505666666667,0.0,-0.066936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0941666666667,0.0,0.0
dev_002.txt, 10, 0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,6.62,0.662,5.42,0.542,5.11,0.511,-0.3775,0.1805,-0.4145,0.2415,-0.123,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,8.1240272,0.0975,1.0423,-0.2725,0.0,0.231638,0.6068,0.0575,0.086995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0
dev_003.txt, 10, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.045,1.209,4.38,0.876,5.19,1.038,-0.038,0.0495,-0.10725,-0.004,-0.01275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.2,0.0,2.7532562,0.2038,1.0497,-0.306835,0.0,1.10697066667,0.0,0.0,-0.067102,0.103417,0.0,0.0,0.0,0.0,0.0739,0.1554,0.0,0.2395,0.0,0.356266666667
dev_004.txt, 18, 0.0555555555556,0.0,0.0,0.0555555555556,0.0,0.111111111111,0.0,0.111111111111,0.0,0.0,4.575,0.508333333333,5.585,0.620555555556,4.36,0.484444444444,0.00766666666667,-0.171333333333,0.234,0.0536666666667,0.0173333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555556,0.0555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555556,0.166666666667,0.0,0.391238866667,0.269055555556,1.07288888889,-0.420331666667,0.0,0.821764444444,0.279833333333,0.0,-0.082948,0.119140666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0313888888889,-0.872,0.0
dev_005.txt, 8, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62,0.8275,5.42,0.6775,5.11,0.63875,-0.125,-0.082,-0.05,-0.263,-0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.25,0.0,3.8389188,0.111,0.0,-0.32373,0.0,0.2286725,0.0,0.0,-0.052992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070625,0.0,0.0
dev_006.txt, 6, 0.166666666667,0.0,0.166666666667,0.166666666667,0.0,0.166666666667,0.0,0.166666666667,0.0,0.0,6.62,1.10333333333,5.42,0.903333333333,5.11,0.851666666667,-0.072,0.216,-0.063,0.087,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.166666666667,0.0,0.0,2.37526133333,1.15133333333,1.2755,-0.0354,0.0,0.304896666667,0.0,0.0,0.116256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188333333333,0.0,0.0
dev_007.txt, 9, 0.111111111111,0.0,0.111111111111,0.111111111111,0.0,0.111111111111,0.0,0.111111111111,0.0,0.0,6.19,1.37555555556,4.625,1.02777777778,4.96,1.10222222222,-0.755,0.154,-0.643,0.142,-0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.111111111111,0.0,2.35076133333,0.906333333333,1.021,-0.15055,0.0,0.394595555556,0.337111111111,0.0,-0.066936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135222222222,0.0,0.0
dev_008.txt, 9, 0.111111111111,0.0,0.111111111111,0.111111111111,0.0,0.111111111111,0.0,0.111111111111,0.0,0.0,0,0.0,0,0.0,0,0.0,-0.2238,0.1452,-0.1286,0.0892,-0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.111111111111,0.0,0.222222222222,0.111111111111,0.111111111111,7.88149126667,0.289222222222,0.595333333333,-0.300295,0.0,0.0,0.505666666667,0.0,-0.126456,0.133099,0.359166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.345,0.0,0.0668888888889
dev_009.txt, 63, 0.047619047619,0.0,0.047619047619,0.0793650793651,0.047619047619,0.047619047619,0.0634920634921,0.047619047619,0.015873015873,0.111111111111,5.61571428571,0.623968253968,5.74,0.637777777778,4.83142857143,0.536825396825,-0.016,0.128818181818,-0.237090909091,0.003,-0.0394545454545,0.0,0.0,0.0,0.0,0.0,0.015873015873,0.0,0.0,0.0,0.0,0.0,0.015873015873,0.015873015873,0.015873015873,0.0,0.0,0.0,0.031746031746,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619,0.015873015873,0.0634920634921,0.0,0.0,0.0,0.0,0.0,0.0,0.031746031746,0.0,0.0,0.031746031746,0.015873015873,0.0,0.047619047619,0.015873015873,0.047619047619,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619,0.0,0.0952380952381,0.0,0.0,0.0,0.0,0.031746031746,0.015873015873,0.0,0.0,0.031746031746,0.0,0.031746031746,7.21941249545,0.37251078194,0.921516814635,-0.365389661017,0.0239491525424,1.1778956255,0.175593220339,0.00912698412698,0.137909155556,0.3893726,0.0,0.0,0.0,0.366564307079,0.0,0.440666666667,0.00969491525424,0.0985714285714,0.0,0.0191111111111
dev_010.txt, 6, 0.166666666667,0.0,0.166666666667,0.166666666667,0.0,0.166666666667,0.0,0.166666666667,0.0,0.0,6.62,1.10333333333,5.42,0.903333333333,5.11,0.851666666667,-0.0758,0.2014,-0.0504,0.0848,0.0534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.166666666667,0.0,0.0,2.37526133333,0.251,1.2755,-0.0354,0.0,0.304896666667,0.0,0.0,0.116256,0.133099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188333333333,0.0,0.0
