filename,nwords,Anger_EmoLex,Anticipation_EmoLex,Disgust_EmoLex,Fear_EmoLex,Joy_EmoLex,Negative_EmoLex,Positive_EmoLex,Sadness_EmoLex,Surprise_EmoLex,Trust_EmoLex,Valence,Valence_nwords,Arousal,Arousal_nwords,Dominance,Dominance_nwords,pleasantness,attention,sensitivity,aptitude,polarity,Powgain_Lasswell,Powloss_Lasswell,Powends_Lasswell,Powaren_Lasswell,Powcon_Lasswell,Powcoop_Lasswell,Powaupt_Lasswell,Powpt_Lasswell,Powdoct_Lasswell,Powauth_Lasswell,Powoth_Lasswell,Powtot_Lasswell,Rcethic_Lasswell,Rcrelig_Lasswell,Rcgain_Lasswell,Rcloss_Lasswell,Rcends_Lasswell,Rctot_Lasswell,Rspgain_Lasswell,Rsploss_Lasswell,Rspoth_Lasswell,Rsptot_Lasswell,Affgain_Lasswell,Affloss_Lasswell,Affpt_Lasswell,Affoth_Lasswell,Afftot_Lasswell,Wltpt_Lasswell,Wlttran_Lasswell,Wltoth_Lasswell,Wlttot_Lasswell,Wlbgain_Lasswell,Wlbloss_Lasswell,Wlbphys_Lasswell,Wlbpsyc_Lasswell,Wlbpt_Lasswell,Wlbtot_Lasswell,Enlgain_Lasswell,Enlloss_Lasswell,Enlends_Lasswell,Enlpt_Lasswell,Enloth_Lasswell,Enltot_Lasswell,Sklasth_Lasswell,Sklpt_Lasswell,Skloth_Lasswell,Skltot_Lasswell,Trngain_Lasswell,Trnloss_Lasswell,Tranlw_Lasswell,Meanslw_Lasswell,Endslw_Lasswell,Arenalw_Lasswell,Ptlw_Lasswell,Nation_Lasswell,Anomie_Lasswell,Negaff_Lasswell,Posaff_Lasswell,Surelw_Lasswell,If_Lasswell,Notlw_Lasswell,Timespc_Lasswell,formlw_Lasswell,negative_adjectives_component,social_order_component,action_component,positive_adjectives_component,joy_component,affect_friends_and_family_component,fear_and_digust_component,politeness_component,polarity_nouns_component,polarity_verbs_component,virtue_adverbs_component,positive_nouns_component,respect_component,trust_verbs_component,failure_component,well_being_component,economy_component,certainty_component,positive_verbs_component,objects_component
dev_001.txt, 6, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65,1.275,4.8,0.8,6.0,1.0,0.034,0.075,0.0,0.143,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.074,0.0,-0.545,0.0,1.16966666667,0.0,0.0,1.331504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.026
dev_002.txt, 18, 0.0,0.166666666667,0.0,0.0,0.166666666667,0.0,0.166666666667,0.0,0.0,0.0555555555556,7.265,1.61444444444,5.35,1.18888888889,5.6475,1.255,-0.0516666666667,0.044,0.018,0.0406666666667,-0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555556,0.0,0.0,0.0,0.0,0.0555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555556,0.0555555555556,0.0,0.0,0.0555555555556,0.0555555555556,0.0,0.0,0.0555555555556,0.0,0.111111111111,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555556,0.0,0.0,0.0,0.0,0.0555555555556,0.0,2.18224988889,1.65266666667,0.2225,0.102783333333,3.70866666667,0.870956666667,0.0,0.0416666666667,0.058622,0.0,0.0,-0.888444444444,0.0,0.1095,0.0410555555556,0.517444444444,0.878277777778,0.0,0.0,0.0
dev_003.txt, 6, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.58666666667,3.79333333333,3.93666666667,1.96833333333,5.77,2.885,0.24,0.065,-0.054,0.133,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,-1.2402356,0.0851666666667,0.745666666667,1.39128333333,0.0,2.82533,0.0,0.0,0.279946,0.0,0.0,0.0,0.0,0.0,0.0,0.259,0.0,0.0,0.0,0.0
dev_004.txt, 22, 0.0,0.0909090909091,0.0,0.0,0.0909090909091,0.0,0.0909090909091,0.0,0.0454545454545,0.0454545454545,7.34,1.66818181818,5.322,1.20954545455,5.668,1.28818181818,0.49075,0.61775,-0.0195,0.434625,0.503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545,0.0,0.0,0.0,0.0,0.0454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545,0.0909090909091,0.136363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545,0.0,0.0454545454545,0.0909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545,0.0,-0.2469528,1.97627272727,0.245636363636,-0.253531818182,0.0851818181818,1.51062363636,0.0,0.0,1.79762585714,0.930937,0.0,0.0,0.0,1.24636363636,0.0,0.480493506494,0.0,0.0601363636364,0.0,0.0
dev_005.txt, 3, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,-0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.441,0.0,0.0
dev_006.txt, 6, 0.0,0.166666666667,0.0,0.0,0.166666666667,0.0,0.166666666667,0.0,0.0,0.0,7.18,3.59,4.71333333333,2.35666666667,5.52666666667,2.76333333333,-0.0116666666667,0.042,0.006,0.0846666666667,0.0153333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,-1.320658,0.0,0.0,2.24986666667,3.87656666667,1.53594,0.0,0.0,0.300201333333,0.0,0.0,0.0,0.0,0.0815,0.0,0.414666666667,0.0,0.0,0.0,0.0
dev_007.txt, 25, 0.0,0.04,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.04,7.285,1.1656,5.6025,0.8964,5.78,0.9248,0.538181818182,0.564818181818,-0.0132727272727,0.476909090909,0.522181818182,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.08,0.04,0.0,0.04,0.0,0.12,0.12,0.04,0.0,0.0,0.04,0.04,0.0,0.08,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.08,0.0,0.0,0.12,0.04,-1.5028816,0.07328,1.26668,0.320898333333,1.99258666667,0.6023784,0.0,0.053,1.07915495455,-0.070355,0.0,0.88528,0.06996,0.86428,0.324,0.420955,0.875213333333,0.24299,0.0,0.02408
dev_008.txt, 16, 0.0625,0.0,0.0625,0.0625,0.0,0.125,0.0,0.125,0.0,0.0,5.98333333333,1.121875,4.79,0.898125,5.39333333333,1.01125,-0.621166666667,-0.644166666667,-0.525,-0.582166666667,-0.348833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.125,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.125,0.0625,3.41167193333,0.192958333333,1.87485416667,-0.376595,0.0,1.6800775,0.407233333333,0.0828125,-2.150408,0.0043,0.0,-0.891625,0.0,0.0,0.0,0.0,1.32416666667,0.0,-0.872,0.200625
dev_009.txt, 12, 0.0,0.0833333333333,0.0,0.0,0.0833333333333,0.0,0.0833333333333,0.0,0.0,0.0,7.08,0.59,5.55,0.4625,5.1,0.425,0.00533333333333,0.127333333333,-0.0536666666667,0.107,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333,0.0,0.0,0.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333,0.0833333333333,0.0,0.0833333333333,0.166666666667,0.0,-0.6223144,0.216625,0.0,-0.165041666667,0.0,0.3219,0.0,0.0,0.794992,0.7930996,0.0,0.0,0.0,0.0,0.256666666667,0.932333333333,0.0,0.0543333333333,0.948083333333,0.0
dev_010.txt, 1, 0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.868,0.0,0.0,0.0,0.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7486488,0.0,0.0,1.977,0.937,0.0,0.0,0.0,1.903254,0.0,0.0,1.564,0.0,0.489,0.0,1.618,0.0,0.0,0.0,0.0
