0.9,4.1
4.1,55.4
55.4,57.7
4.8,59.5
59.5,101.5
101.5,141.6
3.0,76.1
76.1,78.7
78.7,117.4
0.5,46.7
46.7,75.9
75.9,113.0
0.0,39.7
39.7,69.0
69.0,69.0
0.0,40.5
40.5,42.9
42.9,42.9
17.7,63.8
63.8,101.9
101.9,126.1
0.0,57.2
57.2,91.4
91.4,145.1
2.8,190.2
190.2,250.6
250.6,284.2
0.0,30.1
30.1,36.3
36.3,50.1
13.0,60.2
60.2,74.8
74.8,120.1
8.4,48.9
48.9,61.5
61.5,140.2
3.0,24.5
24.5,38.4
38.4,57.1
0.0,199.5
199.5,200.6
200.6,536.9
1.5,57.9
57.9,82.7
82.7,138.8
0.0,32.4
32.4,54.6
54.6,74.7
10.3,151.7
151.7,187.7
187.7,263.6
2.2,184.0
184.0,242.6
242.6,472.6
0.1,29.5
29.5,53.7
53.7,74.1
1.2,30.9
30.9,128.1
128.1,128.1
0.0,103.9
103.9,142.0
142.0,213.6
0.0,63.9
63.9,68.7
68.7,140.8
7.0,40.8
40.8,64.9
64.9,114.9
0.0,2.5
2.5,10.8
10.8,10.8
2.4,40.8
40.8,65.1
65.1,87.6
4.6,76.7
76.7,107.9
107.9,133.7
0.0,159.0
159.0,170.6
170.6,222.1
0.1,114.8
114.8,149.3
149.3,250.1
1.1,148.1
148.1,177.7
177.7,220.7
1.5,55.6
55.6,97.6
97.6,147.4
6.5,73.5
73.5,105.6
105.6,162.9
0.0,37.2
37.2,61.0
61.0,79.3
0.0,63.3
63.3,104.6
104.6,194.7
1.0,76.8
76.8,99.6
99.6,131.7
3.6,41.0
41.0,86.7
86.7,181.3
1.9,111.8
111.8,143.4
143.4,191.4
0.1,78.7
78.7,172.8
172.8,207.5
1.2,59.6
59.6,106.2
106.2,145.8
7.0,77.2
77.2,103.1
103.1,131.9
3.6,81.4
81.4,129.9
129.9,165.2
16.5,78.6
78.6,97.5
97.5,131.3
2.6,41.2
41.2,44.4
44.4,61.7
1.9,28.1
28.1,89.3
89.3,93.9
0.5,41.9
41.9,77.2
77.2,100.8
0.0,318.5
318.5,364.4
364.4,451.1
2.8,36.6
36.6,87.1
87.1,119.3
3.3,56.1
56.1,80.4
80.4,144.1
3.1,7.2
7.2,41.0
41.0,41.0
2.0,38.0
38.0,47.6
47.6,82.3
1.9,267.2
267.2,291.0
291.0,361.5
2.7,246.4
246.4,300.1
300.1,458.3
2.5,70.1
70.1,81.7
81.7,110.2
2.0,61.7
61.7,86.8
86.8,126.0
3.4,28.5
28.5,56.3
56.3,79.6
8.4,100.5
100.5,130.3
130.3,190.5
10.7,75.9
75.9,97.5
97.5,144.2
4.3,465.6
465.6,495.4
495.4,766.2
9.9,100.4
100.4,127.4
127.4,199.6
0.7,82.4
82.4,107.1
107.1,155.6
4.7,76.0
76.0,98.2
98.2,190.3
0.0,68.7
68.7,131.6
131.6,197.0
11.0,194.7
194.7,209.5
209.5,263.2
4.6,80.4
80.4,94.4
94.4,152.2
7.6,94.7
94.7,122.4
122.4,206.0
0.4,73.6
73.6,103.0
103.0,163.0
0.3,152.0
152.0,242.3
242.3,316.3
6.2,74.1
74.1,97.7
97.7,171.0
2.2,85.3
85.3,115.8
115.8,175.8
11.5,172.7
172.7,192.0
192.0,319.2
0.4,0.4
0.4,59.7
59.7,70.9
3.7,179.0
179.0,215.9
215.9,401.6
1.5,71.6
71.6,87.7
87.7,145.3
1.4,137.0
137.0,154.5
154.5,208.7
10.9,75.3
75.3,109.6
109.6,201.6
24.8,146.7
146.7,155.0
155.0,206.7
0.2,139.9
139.9,159.6
159.6,293.6
0.3,46.6
46.6,82.8
82.8,139.3
2.4,225.0
225.0,245.4
245.4,327.0
0.6,47.1
47.1,87.4
87.4,115.8
2.0,53.2
53.2,75.5
75.5,119.2
29.6,41.4
41.4,44.0
44.0,55.5
3.0,62.9
62.9,79.6
79.6,188.8
2.9,137.2
137.2,154.1
154.1,217.3
1.5,118.6
118.6,142.6
142.6,223.9
2.2,41.3
41.3,58.7
58.7,79.3
0.5,85.1
85.1,141.4
141.4,192.6
4.8,75.5
75.5,122.7
122.7,192.9
2.2,15.7
15.7,55.4
55.4,57.1
0.1,29.4
29.4,58.7
58.7,89.3
1.1,117.6
117.6,150.1
150.1,194.8
1.3,68.2
68.2,84.8
84.8,149.7
1.2,36.8
36.8,72.8
72.8,97.6
8.0,397.3
397.3,446.5
446.5,628.8
1.9,157.0
157.0,158.5
158.5,246.0
6.4,91.4
91.4,136.1
136.1,181.4
0.1,150.4
150.4,190.2
190.2,279.6
6.0,55.8
55.8,98.5
98.5,158.0
9.2,73.9
73.9,104.6
104.6,178.3
7.3,201.0
201.0,219.1
219.1,267.0
3.2,56.4
56.4,83.2
83.2,120.3
0.0,104.0
104.0,163.6
163.6,225.9
0.0,132.3
132.3,154.0
154.0,215.2
0.2,61.5
61.5,120.1
120.1,128.0
27.5,60.2
60.2,95.9
95.9,141.3
8.1,112.8
112.8,133.3
133.3,188.2
11.0,264.2
264.2,319.4
319.4,539.1
4.6,441.0
441.0,490.1
490.1,736.7
8.7,239.5
239.5,274.1
274.1,651.3
6.8,60.1
60.1,81.4
81.4,112.2
0.1,165.6
165.6,183.8
183.8,299.3
0.0,186.8
186.8,229.2
229.2,393.9
6.8,101.2
101.2,138.3
138.3,229.0
0.3,78.7
78.7,111.5
111.5,147.9
1.4,94.1
94.1,103.7
103.7,181.5
1.8,43.9
43.9,94.6
94.6,122.3
1.5,30.3
30.3,42.2
42.2,78.2
0.3,79.7
79.7,116.5
116.5,154.9
0.0,292.4
292.4,317.4
317.4,398.9
5.4,136.9
136.9,190.0
190.0,262.6
2.7,27.5
27.5,65.9
65.9,74.8
1.7,41.0
41.0,67.3
67.3,100.0
2.2,115.2
115.2,138.2
138.2,279.9
12.1,163.6
163.6,222.5
222.5,397.1
7.4,144.9
144.9,162.6
162.6,312.2
2.9,40.9
40.9,55.4
55.4,103.1
1.0,14.4
14.4,63.8
63.8,63.8
9.9,91.0
91.0,100.7
100.7,222.6
0.0,30.1
30.1,63.7
63.7,119.1
0.0,312.9
312.9,340.4
340.4,758.0
6.8,61.9
61.9,83.1
83.1,105.1
0.0,68.1
68.1,72.7
72.7,72.7
1.4,79.9
79.9,103.0
103.0,220.4
0.7,106.4
106.4,166.6
166.6,188.5
6.5,85.7
85.7,106.8
106.8,136.5
0.3,80.4
80.4,111.6
111.6,161.4
0.7,42.7
42.7,79.8
79.8,110.1
1.8,104.0
104.0,118.8
118.8,152.0
